Project_name,File,github_path,label
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/core/src/main/java/org/gradle/api/internal/tasks/properties/ValidationActions.java,subprojects/core/src/main/java/org/gradle/api/internal/tasks/properties/ValidationActions.java,0
Presto,/home/gzhao/performance_bug_prediction/github_data_collection/projects/presto/presto-main/src/main/java/com/facebook/presto/operator/aggregation/minmaxby/MinMaxByNState.java,presto-main/src/main/java/com/facebook/presto/operator/aggregation/minmaxby/MinMaxByNState.java,0
Spring-boot,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-boot/spring-boot-project/spring-boot-actuator-autoconfigure/src/main/java/org/springframework/boot/actuate/autoconfigure/metrics/CompositeMeterRegistryConfiguration.java,spring-boot-project/spring-boot-actuator-autoconfigure/src/main/java/org/springframework/boot/actuate/autoconfigure/metrics/CompositeMeterRegistryConfiguration.java,0
Dcache,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dcache/modules/dcache-ftp/src/main/java/org/dcache/ftp/door/TlsFtpDoor.java,modules/dcache-ftp/src/main/java/org/dcache/ftp/door/TlsFtpDoor.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/commons/calendar/ui/CalendarTypeClassRenderer.java,/src/main/java/org/olat/commons/calendar/ui/CalendarTypeClassRenderer.java,0
MinecraftForge,/home/gzhao/performance_bug_prediction/github_data_collection/projects/MinecraftForge/src/main/java/net/minecraftforge/client/model/data/EmptyModelData.java,src/main/java/net/minecraftforge/client/model/data/EmptyModelData.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-robotics-toolkit/src/main/java/us/ihmc/robotics/trajectories/providers/CurrentAngularVelocityProvider.java,ihmc-robotics-toolkit/src/main/java/us/ihmc/robotics/trajectories/providers/CurrentAngularVelocityProvider.java,0
SpongeCommon,/home/gzhao/performance_bug_prediction/github_data_collection/projects/SpongeCommon/src/main/java/org/spongepowered/common/config/CatalogTypeTypeSerializer.java,src/main/java/org/spongepowered/common/config/CatalogTypeTypeSerializer.java,0
Hazelcast,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hazelcast/hazelcast/src/main/java/com/hazelcast/core/IExecutorService.java,hazelcast/src/main/java/com/hazelcast/core/IExecutorService.java,0
Presto,/home/gzhao/performance_bug_prediction/github_data_collection/projects/presto/presto-common/src/main/java/com/facebook/presto/common/block/BlockFlattener.java,presto-common/src/main/java/com/facebook/presto/common/block/BlockFlattener.java,0
Presto,/home/gzhao/performance_bug_prediction/github_data_collection/projects/presto/presto-mongodb/src/main/java/com/facebook/presto/mongodb/MongoPageSink.java,presto-mongodb/src/main/java/com/facebook/presto/mongodb/MongoPageSink.java,0
Vert.x,/home/gzhao/performance_bug_prediction/github_data_collection/projects/vert.x/src/main/generated/io/vertx/core/eventbus/EventBusOptionsConverter.java,src/main/generated/io/vertx/core/eventbus/EventBusOptionsConverter.java,0
Caffeine,/home/gzhao/performance_bug_prediction/github_data_collection/projects/caffeine/simulator/src/main/java/com/github/benmanes/caffeine/cache/simulator/policy/sketch/climbing/gradient/Stochastic.java,simulator/src/main/java/com/github/benmanes/caffeine/cache/simulator/policy/sketch/climbing/gradient/Stochastic.java,0
nextprot-api,/home/gzhao/performance_bug_prediction/github_data_collection/projects/nextprot-api/core/src/main/java/org/nextprot/api/core/dao/CvJournalDao.java,core/src/main/java/org/nextprot/api/core/dao/CvJournalDao.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/tooling-api/src/main/java/org/gradle/tooling/internal/consumer/DistributionFactory.java,subprojects/tooling-api/src/main/java/org/gradle/tooling/internal/consumer/DistributionFactory.java,0
Elasticsearch,/home/gzhao/performance_bug_prediction/github_data_collection/projects/elasticsearch/server/src/main/java/org/elasticsearch/action/admin/cluster/snapshots/status/SnapshotsStatusRequestBuilder.java,server/src/main/java/org/elasticsearch/action/admin/cluster/snapshots/status/SnapshotsStatusRequestBuilder.java,0
Snow-owl,/home/gzhao/performance_bug_prediction/github_data_collection/projects/snow-owl/core/com.b2international.snowowl.core/src/com/b2international/snowowl/core/validation/rule/ValidationRuleCreateRequest.java,core/com.b2international.snowowl.core/src/com/b2international/snowowl/core/validation/rule/ValidationRuleCreateRequest.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/core/commons/persistence/SortKey.java,/src/main/java/org/olat/core/commons/persistence/SortKey.java,0
Bazel,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bazel/src/main/java/com/google/devtools/build/lib/worker/SandboxedWorker.java,src/main/java/com/google/devtools/build/lib/worker/SandboxedWorker.java,0
Dataverse,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dataverse/src/main/java/edu/harvard/iq/dataverse/authorization/groups/impl/ipaddress/IpGroupsServiceBean.java,src/main/java/edu/harvard/iq/dataverse/authorization/groups/impl/ipaddress/IpGroupsServiceBean.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/matsim/src/main/java/org/matsim/core/router/FacilityWrapperActivity.java,matsim/src/main/java/org/matsim/core/router/FacilityWrapperActivity.java,0
SpongeCommon,/home/gzhao/performance_bug_prediction/github_data_collection/projects/SpongeCommon/src/main/java/org/spongepowered/common/event/InvokeEventListenerFactory.java,src/main/java/org/spongepowered/common/event/InvokeEventListenerFactory.java,0
Xp,/home/gzhao/performance_bug_prediction/github_data_collection/projects/xp/modules/lib/lib-node/src/main/java/com/enonic/xp/lib/node/SetChildOrderHandler.java,modules/lib/lib-node/src/main/java/com/enonic/xp/lib/node/SetChildOrderHandler.java,0
Jenetics,/home/gzhao/performance_bug_prediction/github_data_collection/projects/jenetics/jenetics/src/jmh/java/io/jenetics/util/ProxySorterPerf.java,jenetics/src/jmh/java/io/jenetics/util/ProxySorterPerf.java,0
Exoplayer,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ExoPlayer/library/extractor/src/main/java/com/google/android/exoplayer2/extractor/ts/DtsReader.java,library/extractor/src/main/java/com/google/android/exoplayer2/extractor/ts/DtsReader.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/matsim/src/main/java/org/matsim/withinday/replanning/identifiers/interfaces/AgentFilterFactory.java,matsim/src/main/java/org/matsim/withinday/replanning/identifiers/interfaces/AgentFilterFactory.java,0
Grpc-java,/home/gzhao/performance_bug_prediction/github_data_collection/projects/grpc-java/api/src/main/java/io/grpc/ConnectivityState.java,api/src/main/java/io/grpc/ConnectivityState.java,0
Elasticsearch,/home/gzhao/performance_bug_prediction/github_data_collection/projects/elasticsearch/x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authc/RealmConfig.java,x-pack/plugin/core/src/main/java/org/elasticsearch/xpack/core/security/authc/RealmConfig.java,0
Spring-framework,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-framework/spring-web/src/main/java/org/springframework/http/converter/feed/AtomFeedHttpMessageConverter.java,spring-web/src/main/java/org/springframework/http/converter/feed/AtomFeedHttpMessageConverter.java,0
XChange,/home/gzhao/performance_bug_prediction/github_data_collection/projects/XChange/xchange-bitcoincharts/src/main/java/org/knowm/xchange/bitcoincharts/BitcoinChartsAdapters.java,xchange-bitcoincharts/src/main/java/org/knowm/xchange/bitcoincharts/BitcoinChartsAdapters.java,0
Vespa,/home/gzhao/performance_bug_prediction/github_data_collection/projects/vespa/config-model/src/main/java/com/yahoo/vespa/model/clients/Clients.java,config-model/src/main/java/com/yahoo/vespa/model/clients/Clients.java,0
Snow-owl,/home/gzhao/performance_bug_prediction/github_data_collection/projects/snow-owl/snomed/com.b2international.snowowl.snomed.datastore/src/com/b2international/snowowl/snomed/core/ecl/SnomedEclEvaluationRequestBuilder.java,snomed/com.b2international.snowowl.snomed.datastore/src/com/b2international/snowowl/snomed/core/ecl/SnomedEclEvaluationRequestBuilder.java,0
Hapi-fhir,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hapi-fhir/hapi-fhir-jpaserver-base/src/main/java/ca/uhn/fhir/jpa/dao/data/ITermConceptParentChildLinkDao.java,hapi-fhir-jpaserver-base/src/main/java/ca/uhn/fhir/jpa/dao/data/ITermConceptParentChildLinkDao.java,0
Xp,/home/gzhao/performance_bug_prediction/github_data_collection/projects/xp/modules/portal/portal-impl/src/main/java/com/enonic/xp/portal/impl/handler/image/ImageHandler.java,modules/portal/portal-impl/src/main/java/com/enonic/xp/portal/impl/handler/image/ImageHandler.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/core/src/main/java/org/gradle/initialization/InitScript.java,subprojects/core/src/main/java/org/gradle/initialization/InitScript.java,0
Bazel,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bazel/src/main/java/com/google/devtools/build/lib/skyframe/ConfiguredTargetProgressReceiver.java,src/main/java/com/google/devtools/build/lib/skyframe/ConfiguredTargetProgressReceiver.java,0
Dataverse,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dataverse/src/main/java/edu/harvard/iq/dataverse/passwordreset/PasswordResetExecResponse.java,src/main/java/edu/harvard/iq/dataverse/passwordreset/PasswordResetExecResponse.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-perception/src/main/java/us/ihmc/ihmcPerception/depthData/collisionShapes/CollisionShape.java,ihmc-perception/src/main/java/us/ihmc/ihmcPerception/depthData/collisionShapes/CollisionShape.java,0
Elasticsearch,/home/gzhao/performance_bug_prediction/github_data_collection/projects/elasticsearch/x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/FieldExtraction.java,x-pack/plugin/sql/src/main/java/org/elasticsearch/xpack/sql/execution/search/FieldExtraction.java,0
Alluxio,/home/gzhao/performance_bug_prediction/github_data_collection/projects/alluxio/core/server/master/src/main/java/alluxio/master/meta/UpdateCheck.java,core/server/master/src/main/java/alluxio/master/meta/UpdateCheck.java,0
Crate,/home/gzhao/performance_bug_prediction/github_data_collection/projects/crate/server/src/main/java/io/crate/analyze/TableParameter.java,server/src/main/java/io/crate/analyze/TableParameter.java,0
Hazelcast,/home/gzhao/performance_bug_prediction/github_data_collection/projects/hazelcast/hazelcast/src/main/java/com/hazelcast/core/HazelcastJsonValue.java,hazelcast/src/main/java/com/hazelcast/core/HazelcastJsonValue.java,0
Spring-framework,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-framework/spring-websocket/src/main/java/org/springframework/web/socket/config/annotation/DelegatingWebSocketConfiguration.java,spring-websocket/src/main/java/org/springframework/web/socket/config/annotation/DelegatingWebSocketConfiguration.java,0
Vespa,/home/gzhao/performance_bug_prediction/github_data_collection/projects/vespa/config-model/src/main/java/com/yahoo/searchdefinition/processing/PredicateProcessor.java,config-model/src/main/java/com/yahoo/searchdefinition/processing/PredicateProcessor.java,0
Openl-tablets,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openl-tablets/DEV/org.openl.core/src/org/openl/binding/impl/CastToWiderType.java,DEV/org.openl.core/src/org/openl/binding/impl/CastToWiderType.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/ims/qti21/ui/editor/ItemSessionControlController.java,/src/main/java/org/olat/ims/qti21/ui/editor/ItemSessionControlController.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/matsim/src/main/java/org/matsim/core/mobsim/qsim/interfaces/SignalizeableItem.java,matsim/src/main/java/org/matsim/core/mobsim/qsim/interfaces/SignalizeableItem.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/language-java/src/main/java/org/gradle/api/internal/tasks/compile/incremental/recomp/AbstractRecompilationSpecProvider.java,subprojects/language-java/src/main/java/org/gradle/api/internal/tasks/compile/incremental/recomp/AbstractRecompilationSpecProvider.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/contribs/dvrp/src/main/java/org/matsim/contrib/dvrp/passenger/PassengerEngineQSimModule.java,contribs/dvrp/src/main/java/org/matsim/contrib/dvrp/passenger/PassengerEngineQSimModule.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/contribs/vsp/src/main/java/playground/vsp/analysis/modules/ptRoutes2paxAnalysis/PtRoutes2PaxAnalysis.java,contribs/vsp/src/main/java/playground/vsp/analysis/modules/ptRoutes2paxAnalysis/PtRoutes2PaxAnalysis.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-robotics-toolkit/src/main/java/us/ihmc/robotics/math/filters/SecondOrderFilterType.java,ihmc-robotics-toolkit/src/main/java/us/ihmc/robotics/math/filters/SecondOrderFilterType.java,0
OpenTripPlanner,/home/gzhao/performance_bug_prediction/github_data_collection/projects/OpenTripPlanner/src/main/java/org/opentripplanner/transit/raptor/util/paretoset/ParetoSet.java,src/main/java/org/opentripplanner/transit/raptor/util/paretoset/ParetoSet.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/user/propertyhandlers/DateDisplayPropertyHandler.java,/src/main/java/org/olat/user/propertyhandlers/DateDisplayPropertyHandler.java,0
Spring-integration,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-integration/spring-integration-mail/src/main/java/org/springframework/integration/mail/config/MailOutboundChannelAdapterParser.java,spring-integration-mail/src/main/java/org/springframework/integration/mail/config/MailOutboundChannelAdapterParser.java,0
Elasticsearch,/home/gzhao/performance_bug_prediction/github_data_collection/projects/elasticsearch/plugins/analysis-icu/src/main/java/org/elasticsearch/index/analysis/IndexableBinaryStringTools.java,plugins/analysis-icu/src/main/java/org/elasticsearch/index/analysis/IndexableBinaryStringTools.java,0
Crate,/home/gzhao/performance_bug_prediction/github_data_collection/projects/crate/server/src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteAction.java,server/src/main/java/org/elasticsearch/action/admin/cluster/reroute/ClusterRerouteAction.java,0
Dbeaver,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dbeaver/plugins/org.jkiss.dbeaver.ui.editors.base/src/org/jkiss/dbeaver/ui/editors/DatabaseNodeEditorInput.java,plugins/org.jkiss.dbeaver.ui.editors.base/src/org/jkiss/dbeaver/ui/editors/DatabaseNodeEditorInput.java,0
Xp,/home/gzhao/performance_bug_prediction/github_data_collection/projects/xp/modules/core/core-repo/src/main/java/com/enonic/xp/repo/impl/node/SetNodeStateCommand.java,modules/core/core-repo/src/main/java/com/enonic/xp/repo/impl/node/SetNodeStateCommand.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/base-services/src/main/java/org/gradle/internal/classloader/VisitableURLClassLoader.java,subprojects/base-services/src/main/java/org/gradle/internal/classloader/VisitableURLClassLoader.java,0
Alluxio,/home/gzhao/performance_bug_prediction/github_data_collection/projects/alluxio/core/common/src/main/java/alluxio/util/webui/UIWorkerInfo.java,core/common/src/main/java/alluxio/util/webui/UIWorkerInfo.java,0
Webanno,/home/gzhao/performance_bug_prediction/github_data_collection/projects/webanno/webanno-api/src/main/java/de/tudarmstadt/ukp/clarin/webanno/api/export/ProjectExportService.java,webanno-api/src/main/java/de/tudarmstadt/ukp/clarin/webanno/api/export/ProjectExportService.java,0
Dbeaver,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dbeaver/plugins/org.jkiss.dbeaver.ext.mysql.ui/src/org/jkiss/dbeaver/ext/mysql/tools/MySQLExportWizardPageObjects.java,plugins/org.jkiss.dbeaver.ext.mysql.ui/src/org/jkiss/dbeaver/ext/mysql/tools/MySQLExportWizardPageObjects.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/contribs/dvrp/src/main/java/org/matsim/contrib/dvrp/passenger/PassengerRequestSubmittedEventHandler.java,contribs/dvrp/src/main/java/org/matsim/contrib/dvrp/passenger/PassengerRequestSubmittedEventHandler.java,0
Dataverse,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dataverse/src/main/java/edu/harvard/iq/dataverse/batch/util/LoggingUtil.java,src/main/java/edu/harvard/iq/dataverse/batch/util/LoggingUtil.java,0
Presto,/home/gzhao/performance_bug_prediction/github_data_collection/projects/presto/presto-accumulo/src/main/java/com/facebook/presto/accumulo/AccumuloMetadata.java,presto-accumulo/src/main/java/com/facebook/presto/accumulo/AccumuloMetadata.java,0
Bazel,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bazel/src/main/java/com/google/devtools/build/lib/graph/CollectingVisitor.java,src/main/java/com/google/devtools/build/lib/graph/CollectingVisitor.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/modules/portfolio/model/SectionImpl.java,/src/main/java/org/olat/modules/portfolio/model/SectionImpl.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/contribs/freight/src/main/java/org/matsim/contrib/freight/controler/CarrierAgentTracker.java,contribs/freight/src/main/java/org/matsim/contrib/freight/controler/CarrierAgentTracker.java,0
Vespa,/home/gzhao/performance_bug_prediction/github_data_collection/projects/vespa/orchestrator/src/main/java/com/yahoo/vespa/orchestrator/status/HostInfosService.java,orchestrator/src/main/java/com/yahoo/vespa/orchestrator/status/HostInfosService.java,0
Openl-tablets,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openl-tablets/STUDIO/org.openl.rules.project/src/org/openl/rules/project/xml/StringValueConverter.java,STUDIO/org.openl.rules.project/src/org/openl/rules/project/xml/StringValueConverter.java,0
Webofneeds,/home/gzhao/performance_bug_prediction/github_data_collection/projects/webofneeds/webofneeds/won-bot/src/main/java/won/bot/framework/extensions/serviceatom/filter/ServiceAtomCreatedAtomRelationFilter.java,webofneeds/won-bot/src/main/java/won/bot/framework/extensions/serviceatom/filter/ServiceAtomCreatedAtomRelationFilter.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/core/src/main/java/org/gradle/process/internal/worker/request/WorkerAction.java,subprojects/core/src/main/java/org/gradle/process/internal/worker/request/WorkerAction.java,0
Ihmc-open-robotics-software,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ihmc-open-robotics-software/ihmc-parameter-tuner/src/main/java/us/ihmc/parameterTuner/guiElements/tree/ParameterTreeValue.java,ihmc-parameter-tuner/src/main/java/us/ihmc/parameterTuner/guiElements/tree/ParameterTreeValue.java,0
Autopsy,/home/gzhao/performance_bug_prediction/github_data_collection/projects/autopsy/Core/src/org/sleuthkit/autopsy/corecomponents/AutopsyOptionsPanelController.java,Core/src/org/sleuthkit/autopsy/corecomponents/AutopsyOptionsPanelController.java,0
Spring-integration,/home/gzhao/performance_bug_prediction/github_data_collection/projects/spring-integration/spring-integration-mail/src/main/java/org/springframework/integration/mail/support/MailUtils.java,spring-integration-mail/src/main/java/org/springframework/integration/mail/support/MailUtils.java,0
Snow-owl,/home/gzhao/performance_bug_prediction/github_data_collection/projects/snow-owl/fhir/com.b2international.snowowl.fhir.core/src/com/b2international/snowowl/fhir/core/model/valueset/expansion/DateTimeParameter.java,fhir/com.b2international.snowowl.fhir.core/src/com/b2international/snowowl/fhir/core/model/valueset/expansion/DateTimeParameter.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/core/commons/services/commentAndRating/CommentAndRatingSecurityCallback.java,/src/main/java/org/olat/core/commons/services/commentAndRating/CommentAndRatingSecurityCallback.java,0
Ballerina-lang,/home/gzhao/performance_bug_prediction/github_data_collection/projects/ballerina-lang/stdlib/http/src/main/java/org/ballerinalang/net/http/actions/httpclient/AbstractHTTPAction.java,stdlib/http/src/main/java/org/ballerinalang/net/http/actions/httpclient/AbstractHTTPAction.java,0
Gradle,/home/gzhao/performance_bug_prediction/github_data_collection/projects/gradle/subprojects/platform-native/src/main/java/org/gradle/nativeplatform/platform/Architecture.java,subprojects/platform-native/src/main/java/org/gradle/nativeplatform/platform/Architecture.java,0
BoofCV,/home/gzhao/performance_bug_prediction/github_data_collection/projects/BoofCV/main/boofcv-feature/src/benchmark/java/boofcv/alg/feature/detect/interest/BenchmarkFastHessianFeatureIntensity.java,main/boofcv-feature/src/benchmark/java/boofcv/alg/feature/detect/interest/BenchmarkFastHessianFeatureIntensity.java,0
Bazel,/home/gzhao/performance_bug_prediction/github_data_collection/projects/bazel/src/java_tools/buildjar/java/com/google/devtools/build/buildjar/genclass/GenClass.java,src/java_tools/buildjar/java/com/google/devtools/build/buildjar/genclass/GenClass.java,0
Atlasdb,/home/gzhao/performance_bug_prediction/github_data_collection/projects/atlasdb/atlasdb-perf/src/main/java/com/palantir/atlasdb/performance/benchmarks/table/ConsecutiveNarrowTable.java,atlasdb-perf/src/main/java/com/palantir/atlasdb/performance/benchmarks/table/ConsecutiveNarrowTable.java,0
Matsim-libs,/home/gzhao/performance_bug_prediction/github_data_collection/projects/matsim-libs/contribs/dvrp/src/main/java/org/matsim/contrib/util/distance/DistanceCalculators.java,contribs/dvrp/src/main/java/org/matsim/contrib/util/distance/DistanceCalculators.java,0
Dbeaver,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dbeaver/plugins/org.jkiss.dbeaver.ext.exasol/src/org/jkiss/dbeaver/ext/exasol/model/cache/ExasolTablePartitionColumnCache.java,plugins/org.jkiss.dbeaver.ext.exasol/src/org/jkiss/dbeaver/ext/exasol/model/cache/ExasolTablePartitionColumnCache.java,0
Xp,/home/gzhao/performance_bug_prediction/github_data_collection/projects/xp/modules/core/core-api/src/main/java/com/enonic/xp/repository/IndexDefinitions.java,modules/core/core-api/src/main/java/com/enonic/xp/repository/IndexDefinitions.java,0
Xp,/home/gzhao/performance_bug_prediction/github_data_collection/projects/xp/modules/lib/lib-auditlog/src/main/java/com/enonic/xp/lib/audit/FindAuditLogHandler.java,modules/lib/lib-auditlog/src/main/java/com/enonic/xp/lib/audit/FindAuditLogHandler.java,0
Dbeaver,/home/gzhao/performance_bug_prediction/github_data_collection/projects/dbeaver/plugins/org.jkiss.dbeaver.ext.postgresql/src/org/jkiss/dbeaver/ext/postgresql/edit/PostgreTablespaceManager.java,plugins/org.jkiss.dbeaver.ext.postgresql/src/org/jkiss/dbeaver/ext/postgresql/edit/PostgreTablespaceManager.java,0
Openolat,/home/gzhao/performance_bug_prediction/github_data_collection/projects/openolat/src/main/java/org/olat/course/reminder/ui/CourseReminderEditController.java,/src/main/java/org/olat/course/reminder/ui/CourseReminderEditController.java,0
WorldGrower,/home/gzhao/performance_bug_prediction/github_data_collection/projects/WorldGrower/src/org/worldgrower/goal/ImproveRelationshipGoal.java,src/org/worldgrower/goal/ImproveRelationshipGoal.java,0
WorldGrower,/home/gzhao/performance_bug_prediction/github_data_collection/projects/WorldGrower/src/org/worldgrower/gui/MagicOverviewAction.java,src/org/worldgrower/gui/MagicOverviewAction.java,0
